group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
async/mpsc_integer,ThingBuf,50,,,8770437.0,ns,3
async/mpsc_integer,ThingBuf,50,,,2042194.0,ns,6
async/mpsc_integer,ThingBuf,50,,,3078596.0,ns,9
async/mpsc_integer,ThingBuf,50,,,4811986.0,ns,12
async/mpsc_integer,ThingBuf,50,,,5783805.0,ns,15
async/mpsc_integer,ThingBuf,50,,,7877207.0,ns,18
async/mpsc_integer,ThingBuf,50,,,9233292.0,ns,21
async/mpsc_integer,ThingBuf,50,,,10715157.0,ns,24
async/mpsc_integer,ThingBuf,50,,,13596289.0,ns,27
async/mpsc_integer,ThingBuf,50,,,13637367.0,ns,30
async/mpsc_integer,ThingBuf,50,,,28675033.0,ns,33
async/mpsc_integer,ThingBuf,50,,,9451837.0,ns,36
async/mpsc_integer,ThingBuf,50,,,10565163.0,ns,39
async/mpsc_integer,ThingBuf,50,,,27081208.0,ns,42
async/mpsc_integer,ThingBuf,50,,,48942056.0,ns,45
async/mpsc_integer,ThingBuf,50,,,18608443.0,ns,48
async/mpsc_integer,ThingBuf,50,,,37888318.0,ns,51
async/mpsc_integer,ThingBuf,50,,,29990913.0,ns,54
async/mpsc_integer,ThingBuf,50,,,27292627.0,ns,57
async/mpsc_integer,ThingBuf,50,,,36786372.0,ns,60
async/mpsc_integer,ThingBuf,50,,,33593490.0,ns,63
async/mpsc_integer,ThingBuf,50,,,30471262.0,ns,66
async/mpsc_integer,ThingBuf,50,,,37176120.0,ns,69
async/mpsc_integer,ThingBuf,50,,,30264361.0,ns,72
async/mpsc_integer,ThingBuf,50,,,40919715.0,ns,75
async/mpsc_integer,ThingBuf,50,,,44165577.0,ns,78
async/mpsc_integer,ThingBuf,50,,,36104281.0,ns,81
async/mpsc_integer,ThingBuf,50,,,35218015.0,ns,84
async/mpsc_integer,ThingBuf,50,,,63814741.0,ns,87
async/mpsc_integer,ThingBuf,50,,,50651972.0,ns,90
async/mpsc_integer,ThingBuf,50,,,43510808.0,ns,93
async/mpsc_integer,ThingBuf,50,,,48832979.0,ns,96
async/mpsc_integer,ThingBuf,50,,,52739412.0,ns,99
async/mpsc_integer,ThingBuf,50,,,53454143.0,ns,102
async/mpsc_integer,ThingBuf,50,,,47550212.0,ns,105
async/mpsc_integer,ThingBuf,50,,,62449226.0,ns,108
async/mpsc_integer,ThingBuf,50,,,51286583.0,ns,111
async/mpsc_integer,ThingBuf,50,,,51504325.0,ns,114
async/mpsc_integer,ThingBuf,50,,,59551783.0,ns,117
async/mpsc_integer,ThingBuf,50,,,54950516.0,ns,120
async/mpsc_integer,ThingBuf,50,,,60807039.0,ns,123
async/mpsc_integer,ThingBuf,50,,,59380068.0,ns,126
async/mpsc_integer,ThingBuf,50,,,64605246.0,ns,129
async/mpsc_integer,ThingBuf,50,,,69803513.0,ns,132
async/mpsc_integer,ThingBuf,50,,,63002233.0,ns,135
async/mpsc_integer,ThingBuf,50,,,61043325.0,ns,138
async/mpsc_integer,ThingBuf,50,,,63977999.0,ns,141
async/mpsc_integer,ThingBuf,50,,,66019632.0,ns,144
async/mpsc_integer,ThingBuf,50,,,75392359.0,ns,147
async/mpsc_integer,ThingBuf,50,,,75750867.0,ns,150
async/mpsc_integer,ThingBuf,50,,,83016687.0,ns,153
async/mpsc_integer,ThingBuf,50,,,71508139.0,ns,156
async/mpsc_integer,ThingBuf,50,,,79213089.0,ns,159
async/mpsc_integer,ThingBuf,50,,,79288803.0,ns,162
async/mpsc_integer,ThingBuf,50,,,76777781.0,ns,165
async/mpsc_integer,ThingBuf,50,,,83296747.0,ns,168
async/mpsc_integer,ThingBuf,50,,,91365836.0,ns,171
async/mpsc_integer,ThingBuf,50,,,78159376.0,ns,174
async/mpsc_integer,ThingBuf,50,,,70809628.0,ns,177
async/mpsc_integer,ThingBuf,50,,,77625656.0,ns,180
async/mpsc_integer,ThingBuf,50,,,94547567.0,ns,183
async/mpsc_integer,ThingBuf,50,,,99691792.0,ns,186
async/mpsc_integer,ThingBuf,50,,,94994914.0,ns,189
async/mpsc_integer,ThingBuf,50,,,89303093.0,ns,192
async/mpsc_integer,ThingBuf,50,,,90937286.0,ns,195
async/mpsc_integer,ThingBuf,50,,,92873700.0,ns,198
async/mpsc_integer,ThingBuf,50,,,98954337.0,ns,201
async/mpsc_integer,ThingBuf,50,,,93878943.0,ns,204
async/mpsc_integer,ThingBuf,50,,,95295433.0,ns,207
async/mpsc_integer,ThingBuf,50,,,116751616.0,ns,210
async/mpsc_integer,ThingBuf,50,,,94187687.0,ns,213
async/mpsc_integer,ThingBuf,50,,,94215339.0,ns,216
async/mpsc_integer,ThingBuf,50,,,108154718.0,ns,219
async/mpsc_integer,ThingBuf,50,,,100447713.0,ns,222
async/mpsc_integer,ThingBuf,50,,,113474344.0,ns,225
async/mpsc_integer,ThingBuf,50,,,113421755.0,ns,228
async/mpsc_integer,ThingBuf,50,,,116403477.0,ns,231
async/mpsc_integer,ThingBuf,50,,,121030413.0,ns,234
async/mpsc_integer,ThingBuf,50,,,108521552.0,ns,237
async/mpsc_integer,ThingBuf,50,,,105852561.0,ns,240
async/mpsc_integer,ThingBuf,50,,,117116607.0,ns,243
async/mpsc_integer,ThingBuf,50,,,116926446.0,ns,246
async/mpsc_integer,ThingBuf,50,,,129178633.0,ns,249
async/mpsc_integer,ThingBuf,50,,,123345625.0,ns,252
async/mpsc_integer,ThingBuf,50,,,112254786.0,ns,255
